dataset,participant,task,step_size,ablation,landmarks,RMSD,mean_motion,std_motion,mean_T2,std_T2,warnings,UCL
UCF Sports Action,S05,Lifting.csv,1,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.7777968523676834,0.6541716084794712,0.7777968523676834,35.70247933928231,23.830763986123358,10,79.72490153179825
UCF Sports Action,S05,Lifting.csv,1,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.3428245607423161,0.2283352840341728,0.3428245607423161,29.75206611551456,19.405087562304324,8,63.20351931248155
UCF Sports Action,S05,Lifting.csv,2,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",2.0185538088046453,1.9239558121002114,2.0185538088046453,98.17499017130879,11.162896504981173,0,1061.6340872510239
UCF Sports Action,S05,Lifting.csv,2,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.8105068005556024,0.6853817708830102,0.8105068005556024,23.800000000082914,19.07816406317312,16,48.93500048307302
UCF Sports Action,S05,Lifting.csv,2,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.9933743657991998,0.8978467970305595,0.9933743657991998,35.70000000038954,21.383550299346254,8,80.09144378692244
UCF Sports Action,S05,Lifting.csv,2,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.41897179295742015,0.3082906633628731,0.41897179295742015,29.749999999991424,17.739638367053544,6,63.43309264811906
UCF Sports Action,S05,Lifting.csv,4,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",2.007731115725399,2.2736703702625474,2.007731115725399,98.1610716112057,8.881865503896867,0,1193.2742870996128
UCF Sports Action,S05,Lifting.csv,4,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.6748852378156566,0.7128941986875851,0.6748852378156566,23.796610169563753,17.584798861458182,14,49.21640017638167
UCF Sports Action,S05,Lifting.csv,4,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.8953636062146078,0.9802573659676633,0.8953636062146078,35.69491525417243,19.29491742074268,1,80.85320465928295
UCF Sports Action,S05,Lifting.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.4201435839934739,0.39459661527089623,0.4201435839934739,29.745762711742,16.345235188324022,6,63.9088564205579
